alumni_id   full_name              ]''[           gender.1   age   state_us     major                        gpa    enrollment_year   grad_year   years_since_grad   ssc_percent   hsc_percent   degree_percent   degree_type     employability_test_score    mba_specialization    mba_percent   workex   workex_years   placement_status    salary          communication   confidence   commitment   general_knowledge   presentation_skills    logical_thinking   punctuality   attitude   leader   data_structures   algorithms   oop   databases   debugging   events_attended   mentorship_interest   donation_last_year   donation_next_year   events_score   mentorship_score   engagement_score         email                                                    location_city       location_country   degree_level  field_of_study           current_company         current_title                                industry                    employment_type    employment_start_date    employment_end_date   employment_is_current    employment_salary_min    employment_salary_max    mentor_status   mentoring_session_count    mentoring_feedback_score   match_score   consent_type   consent_status    granted_at    channel              profile_completeness   certifications_count    created_at    updated_at   school_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,Student_1178,Male,F,24,Georgia,Physics,3.41,2020,2024,1,77.0,61.0,68.0,Comm&Mgmt,57.5,Mkt&Fin,61.31,Yes,1,Placed,300000.0,4,4,4,3,3,2,1,5,1,3.0,4.0,1.0,0,,7,No,50.0,70.0,50.0,0,50.0,student_1178@alumni.example.org,Augusta,USA,MS,Physics,BlueOcean Logistics,R&D Engineer,Engineering,contract,2024-10-25,,TRUE,270000.0,330000.0,interested,0,,0.829,data_use,TRUE,2025-10-20,importCSV,99.0,5,2025-10-20,2025-10-20,Global Horizon University,
10002,Student_865,Female,F,18,Georgia,History,2.59,2023,2027,0,77.8,64.0,64.2,Sci&Tech,75.5,Mkt&HR,72.14,No,0,Not Placed,,5,4,3,5,5,5,4,2,5,,,,0,,5,No,100.0,140.0,35.71428571,0,35.71428571,student_865@alumni.example.org,Macon,USA,MS,History,,,Other,,2029-09-02,2033-11-01,FALSE,61754.0,73992.0,interested,0,,0.594,data_use,TRUE,2025-10-20,importCSV,96.0,1,2025-10-20,2025-10-20,Global Horizon University,
10003,Student_101,Female,F,19,Michigan,Physics,2.01,2023,2027,0,60.23,69.0,66.0,Comm&Mgmt,72.0,Mkt&Fin,59.47,No,0,Placed,230000.0,3,4,2,1,2,4,2,5,5,4.0,3.0,3.0,0,3.0,5,No,0.0,0.0,35.71428571,0,35.71428571,student_101@alumni.example.org,Fairview,USA,MS,Physics,Pioneer Retail,Systems Engineer,Engineering,full_time,2028-07-12,,TRUE,207000.0,253000.0,interested,0,,0.245,data_use,TRUE,2025-10-20,importCSV,100.0,3,2025-10-20,2025-10-20,Global Horizon University,
10004,Student_439,Female,M,20,Texas,Biology,2.48,2021,2025,0,62.0,47.0,50.0,Comm&Mgmt,76.0,Mkt&HR,54.96,No,0,Not Placed,,5,4,1,5,5,4,3,1,5,2.0,2.0,2.0,1,,7,No,0.0,0.0,50.0,0,50.0,student_439@alumni.example.org,Dallas,USA,MS,Biology,,,Healthcare,,2026-11-13,2031-06-20,FALSE,78942.0,108821.0,interested,0,,0.746,data_use,TRUE,2025-10-20,importCSV,100.0,3,2025-10-20,2025-10-20,Global Horizon University,
10005,Student_58,Female,M,20,California,English,3.68,2023,2027,0,61.08,50.0,54.0,Sci&Tech,71.0,Mkt&Fin,65.69,No,0,Not Placed,,5,5,5,2,2,5,2,2,5,0.0,0.0,3.0,0,,4,No,0.0,0.0,28.57142857,0,28.57142857,student_58@alumni.example.org,Sacramento,USA,MS,English,,,Education,,2028-02-23,2032-10-22,FALSE,69756.0,91065.0,matched,0,4.0,0.084,data_use,TRUE,2025-10-20,importCSV,100.0,5,2025-10-20,2025-10-20,Global Horizon University,
10006,Student_1120,Male,M,19,Michigan,Biology,2.65,2020,2024,1,75.0,70.29,71.0,Comm&Mgmt,95.0,Mkt&Fin,66.94,No,0,Placed,240000.0,2,5,5,4,3,5,5,2,2,,,,0,,6,No,440.0,620.0,42.85714286,0,42.85714286,student_1120@alumni.example.org,Fairview,USA,MS,Biology,Globex,Lab Technician,Healthcare,full_time,2026-12-04,,TRUE,216000.0,264000.0,interested,0,,0.774,data_use,TRUE,2025-10-20,importCSV,97.0,0,2025-10-20,2025-10-20,Global Horizon University,
10007,Student_323,Male,M,19,Texas,Mathematics,2.84,2023,2027,0,61.8,47.0,54.38,Comm&Mgmt,57.0,Mkt&Fin,56.13,No,0,Not Placed,,3,2,1,4,3,5,1,4,3,3.0,3.0,3.0,1,3.0,6,No,250.0,350.0,42.85714286,0,42.85714286,student_323@alumni.example.org,San Antonio,USA,MS,Mathematics,,,Analytics,,2027-11-13,2030-04-14,FALSE,105461.0,130803.0,interested,0,,0.59,data_use,TRUE,2025-10-20,importCSV,100.0,1,2025-10-20,2025-10-20,Global Horizon University,
10008,Student_974,Male,M,21,Ohio,Biology,3.09,2020,2024,1,62.0,65.0,66.0,Comm&Mgmt,50.0,Mkt&HR,56.7,No,0,Placed,265000.0,3,1,1,2,4,3,4,5,5,,,,1,3.0,1,No,2500.0,3770.0,7.142857143,0,7.142857143,student_974@alumni.example.org,Fairview,USA,MS,Biology,Wonka Co,Healthcare Analyst,Healthcare,full_time,2026-07-05,,TRUE,238500.0,291500.0,active,0,5.0,0.111,data_use,TRUE,2025-10-20,importCSV,96.0,4,2025-10-20,2025-10-20,Global Horizon University,
10009,Student_411,Female,F,25,California,English,3.61,2022,2026,0,77.0,61.0,68.0,Comm&Mgmt,57.5,Mkt&Fin,61.31,Yes,0,Placed,300000.0,3,4,2,3,2,4,5,2,5,3.0,4.0,3.0,1,3.0,0,Yes,100.0,120.0,0.0,50,50.0,student_411@alumni.example.org,San Francisco,USA,MS,English,BlueOcean Logistics,Content Specialist,Education,full_time,2026-09-23,,TRUE,270000.0,330000.0,declined,0,,0.08,data_use,TRUE,2025-10-20,importCSV,81.0,2,2025-10-20,2025-10-20,Global Horizon University,
10010,Student_855,Male,F,22,New York,History,2.83,2023,2027,0,64.0,67.0,69.6,Sci&Tech,55.67,Mkt&HR,71.49,Yes,0,Placed,250000.0,5,2,3,3,4,4,5,2,4,,,,1,,2,Yes,100.0,140.0,14.28571429,50,64.28571429,student_855@alumni.example.org,Syracuse,USA,MS,History,SkyBridge Tech,Associate,Other,intern,2027-07-18,,TRUE,225000.0,275000.0,interested,0,,0.751,data_use,TRUE,2025-10-20,importCSV,100.0,1,2025-10-20,2025-10-20,Global Horizon University,
